date,startTime,endTime,title,venue,room,address,ageRange,types,cost,tips,audiences,eventUrl,alreadyOnPuddles,description
2026-10-07,18:30,19:15,Music & Movement,Mitchell Park Library,,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5, 5+",Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a3dbc0bfddb082f00fe149f,yes,"Bring your dancing feet to the Mitchell Park Library on Wednesday evenings for Music & Movement with Librarian Celina. Build early literacy skills through movement, songs, and dance. We will be celebrating Latine and Hispanic Heritage Month in our sessions until October 15.

 Instruments, songs, and dance moves will all be introduced so that everyone will be able to enjoy moving along to the music.

 This program is meant for families with children and no previous experience is needed!"
2026-10-08,10:30,11:00,Bilingual Family Storytime,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5",Stories,Free,Storytime may be held indoors or outdoors depending on the weather.,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/69276b597eb3e430002638b4,yes,"Join Señorita Juliana for Bilingual Family Storytime at the College Terrace Library! Enjoy stories, songs, rhymes, and movement activities in Spanish and English . Thursdays from 10:30-11 AM. Follow us on YouTube for more stories, songs, and rhymes, including a playlist of our favorites! ¡Participa con la Señorita Juliana en la Hora Cuentos Bilingüe en la Biblioteca College Terrace! Disfruta de cuentos, canciones, rimas y actividades con movimiento en Español e Inglés . Jueves de 10:30-11 AM. La Hora de Cuentos se realizará adentro o al aire libre, dependiendo del clima. ¡Síguenos en YouTube para ver más cuentos, canciones y rimas, incluyendo una lista de reproducción con nuestros favoritos!"
2026-10-09,10:30,11:00,Family Storytime,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301",2–5,Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5),https://paloalto.bibliocommons.com/events/6946005fea69de6e001069c6,yes,"Join Librarian Heidi on Friday mornings at 10:30AM for Family Storytime at Downtown Library. Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-09,16:00,17:00,LEGO Fridays!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a25aace2ea730c17ab5048e,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-10,10:30,11:00,Family Storytime,Mitchell Park Library,Midtown Room,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5",Stories,Free,,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/698e125a2a787a47a5e73be5,yes,"Join Librarian Juliana on Saturdays from 10:30-11 AM at Mitchell Park Library for Family Storytime! Come sing, rhyme, and read stories with us!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-12,,,CLOSED: Indigenous Peoples' Day,,,,"0–2, 2–5, 5+",Other,Free,,Adults; Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Seniors; Teens (14-18); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/68cc73dc62a8786065c33fab,no,"All Palo Alto City libraries will be closed on Monday, October 12 for Indigenous Peoples' Day.

 Our eLibrary is open 24/7!"
2026-10-13,10:30,11:00,Family Storytime,Children's Library,Secret Garden,"1276  Harriet Street, Palo Alto, CA 94301",2–5,Stories,Free,"Please note that this storytime is an indoor/outdoor program.
Access to the Secret Garden outside is weather dependent.",Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/699f624cb0595799c09f6051,yes,"Join Librarian Jennifer (and Rocky Raccoon) on Tuesdays at 10:30 AM for Family Storytime at Children's Library! Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome! Storytime will be held inside when the garden is unavailable. Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-13,16:00,17:00,LEGO Tuesdays!,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/68afa7b0022de53d00d2717c,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-14,10:30,11:00,Little Ones Storytime,Children's Library,Treetop Room,"1276  Harriet Street, Palo Alto, CA 94301",0–2,Stories,Free,,Babies (under 2); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6946001eea69de6e001069b3,yes,"Join Librarian Heidi on Wednesday mornings at 10:30AM for Little Ones Storytime at Children's Library. Storytime includes a variety of early literacy activities such as stories, songs, rhymes, and movement activities. Storytime is a fun and interactive experience for the whole family that promotes the joys of reading and learning for all ages."
2026-10-14,18:30,19:15,Music & Movement,Mitchell Park Library,,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5, 5+",Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a3dbc0bfddb082f00fe14a0,yes,"Bring your dancing feet to the Mitchell Park Library on Wednesday evenings for Music & Movement with Librarian Celina. Build early literacy skills through movement, songs, and dance. We will be celebrating Latine and Hispanic Heritage Month in our sessions until October 15.

 Instruments, songs, and dance moves will all be introduced so that everyone will be able to enjoy moving along to the music.

 This program is meant for families with children and no previous experience is needed!"
2026-10-15,10:30,11:00,Bilingual Family Storytime,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5",Stories,Free,Storytime may be held indoors or outdoors depending on the weather.,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/69276b597eb3e430002638b5,yes,"Join Señorita Juliana for Bilingual Family Storytime at the College Terrace Library! Enjoy stories, songs, rhymes, and movement activities in Spanish and English . Thursdays from 10:30-11 AM. Follow us on YouTube for more stories, songs, and rhymes, including a playlist of our favorites! ¡Participa con la Señorita Juliana en la Hora Cuentos Bilingüe en la Biblioteca College Terrace! Disfruta de cuentos, canciones, rimas y actividades con movimiento en Español e Inglés . Jueves de 10:30-11 AM. La Hora de Cuentos se realizará adentro o al aire libre, dependiendo del clima. ¡Síguenos en YouTube para ver más cuentos, canciones y rimas, incluyendo una lista de reproducción con nuestros favoritos!"
2026-10-16,10:30,11:00,Family Storytime,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301",2–5,Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5),https://paloalto.bibliocommons.com/events/6946005fea69de6e001069c7,yes,"Join Librarian Heidi on Friday mornings at 10:30AM for Family Storytime at Downtown Library. Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-16,16:00,17:00,LEGO Fridays!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a25aace2ea730c17ab5048f,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-17,,,Practice Your Vote!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5, 5+",Festivals & Community,Free,,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a57fc45cca66c2f00a3ae1f,no,"Come practice your right to vote! Visit any Palo Alto City Library Branch to vote on our oversized ballot. On November 4th, we'll tally up the votes and see who won by branch AND overall amongst all the branches. Don't miss out on your opportunity to practice your voting skillz!"
2026-10-17,,,Practice Your Vote!,Downtown Library,,"270 Forest Ave., Palo Alto, CA 94301","0–2, 2–5, 5+",Festivals & Community,Free,,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a57fc950d65ac36003ff829,no,"Come practice your right to vote! Visit any Palo Alto City Library Branch to vote on our oversized ballot. On November 4th, we'll tally up the votes and see who won by branch AND overall amongst all the branches. Don't miss out on your opportunity to practice your voting skillz!"
2026-10-17,,,Practice Your Vote!,Rinconada Library,,"1213 Newell Rd., Palo Alto, CA 94303","0–2, 2–5, 5+",Festivals & Community,Free,,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a57fcfe0d65ac36003ff83e,no,"Come practice your right to vote! Visit any Palo Alto City Library Branch to vote on our oversized ballot. On November 4th, we'll tally up the votes and see who won by branch AND overall amongst all the branches. Don't miss out on your opportunity to practice your voting skillz!"
2026-10-17,,,Practice Your Vote!,Children's Library,,"1276  Harriet Street, Palo Alto, CA 94301","0–2, 2–5, 5+",Festivals & Community,Free,,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a57faf688e9bf28003121f6,no,"Come practice your right to vote! Visit any Palo Alto City Library Branch to vote on our oversized ballot. On November 4th, we'll tally up the votes and see who won by branch AND overall amongst all the branches. Don't miss out on your opportunity to practice your voting skillz!"
2026-10-17,,,Practice Your Vote!,Mitchell Park Library,,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5, 5+",Festivals & Community,Free,,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a57fcc8cca66c2f00a3ae6d,no,"Come practice your right to vote! Visit any Palo Alto City Library Branch to vote on our oversized ballot. On November 4th, we'll tally up the votes and see who won by branch AND overall amongst all the branches. Don't miss out on your opportunity to practice your voting skillz!"
2026-10-17,10:30,11:00,Family Storytime,Mitchell Park Library,Midtown Room,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5",Stories,Free,,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/698e125a2a787a47a5e73be6,yes,"Join Librarian Juliana on Saturdays from 10:30-11 AM at Mitchell Park Library for Family Storytime! Come sing, rhyme, and read stories with us!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-17,15:00,16:00,Concert: Music at Kohl Mansion presents Escher String Quartet,,,,"0–2, 2–5, 5+",Music & Movement,Free,"A waitlist may be available.
Space is limited (125 seats) — check the official page for registration.",Adults; Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Seniors; Teens (14-18); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/6a3032c18ea300e2631dc5f1,yes,"Now in our fourth year of partnership with Music at Kohl Mansion, we proudly present the Escher String Quartet. The Escher String Quartet has established itself as one of the most accomplished chamber ensembles of its generation. Formed in New York City in 2005, and named after the Dutch graphic artist M.C. Escher, the quartet is celebrated for performances that combine technical brilliance, interpretive insight, and a distinctive ensemble sound. The group serves as Artists of the Chamber Music Society of Lincoln Center and has earned international recognition for its commitment to both the core string quartet repertoire and contemporary music. The quartet has appeared at many of the world’s leading concert halls and festivals, including London’s Wigmore Hall, Amsterdam’s Concertgebouw, the Kennedy Center, Paris’s Auditorium du Louvre, and major chamber music festivals throughout North America, Europe, Australia, and Asia. Praised by critics for their precision, warmth, and expressive depth, the Escher String Quartet has received numerous honors, including the prestigious Avery Fisher Career Grant and Lincoln Center’s Martin E. The ensemble’s critically acclaimed recording projects include the complete string quartets of Alexander Zemlinsky and Felix Mendelssohn and more. Through its adventurous programming and consistently compelling performances, the Escher String Quartet continues to be recognized as one of the leading chamber ensembles on the international stage."
2026-10-20,10:30,11:00,Family Storytime,Children's Library,Secret Garden,"1276  Harriet Street, Palo Alto, CA 94301",2–5,Stories,Free,"Please note that this storytime is an indoor/outdoor program.
Access to the Secret Garden outside is weather dependent.",Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/699f624cb0595799c09f6052,yes,"Join Librarian Jennifer (and Rocky Raccoon) on Tuesdays at 10:30 AM for Family Storytime at Children's Library! Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome! Storytime will be held inside when the garden is unavailable. Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-20,16:00,17:00,Animal Friends: Rhea and her Rescue Dog,Children's Library,Treetop Room,"1276  Harriet Street, Palo Alto, CA 94301","0–2, 2–5, 5+",Stories,Free,"Please note: registrations will be released for standby attendees at the start of the program.
A waitlist may be available.
Space is limited (35 seats) — check the official page for registration.
Registration required.",Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/6a88836846e4c80031cbf01c,no,"Join PACL and Project HumaneKind as we host Rhea Sampson and her rescue dog, Travis (a rat-terrier/chihuahua mix), at the Children's Library! Rhea is the author of the book Saving Travis . This presentation will consist of a reading of her book, a discussion about good pet care, and a sing-a-long! Please arrive on time. Project HumaneKind teaches compassion and respect for living beings. Through humane education, they combat cruelty and indifference and bring awareness to the intelligent, social, and emotional depths of our fellow animals. Visit them online at www.projecthumanekind.org ."
2026-10-20,16:00,17:00,LEGO Tuesdays!,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/68afa7b0022de53d00d2717d,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-21,10:30,11:00,Little Ones Storytime,Children's Library,Treetop Room,"1276  Harriet Street, Palo Alto, CA 94301",0–2,Stories,Free,,Babies (under 2); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6946001eea69de6e001069b4,yes,"Join Librarian Heidi on Wednesday mornings at 10:30AM for Little Ones Storytime at Children's Library. Storytime includes a variety of early literacy activities such as stories, songs, rhymes, and movement activities. Storytime is a fun and interactive experience for the whole family that promotes the joys of reading and learning for all ages."
2026-10-21,18:30,19:15,Music & Movement,Mitchell Park Library,,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5, 5+",Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a3dbc0bfddb082f00fe14a1,yes,"Bring your dancing feet to the Mitchell Park Library on Wednesday evenings for Music & Movement with Librarian Celina. Build early literacy skills through movement, songs, and dance.

 Instruments, songs, and dance moves will all be introduced so that everyone will be able to enjoy moving along to the music.

 This program is meant for families with children and no previous experience is needed!
 On October 21, we will be celebrating Filipino American History Month with songs in Tagalog."
2026-10-22,10:30,11:00,Bilingual Family Storytime,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5",Stories,Free,Storytime may be held indoors or outdoors depending on the weather.,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/69276b597eb3e430002638b6,yes,"Join Señorita Juliana for Bilingual Family Storytime at the College Terrace Library! Enjoy stories, songs, rhymes, and movement activities in Spanish and English . Thursdays from 10:30-11 AM. Follow us on YouTube for more stories, songs, and rhymes, including a playlist of our favorites! ¡Participa con la Señorita Juliana en la Hora Cuentos Bilingüe en la Biblioteca College Terrace! Disfruta de cuentos, canciones, rimas y actividades con movimiento en Español e Inglés . Jueves de 10:30-11 AM. La Hora de Cuentos se realizará adentro o al aire libre, dependiendo del clima. ¡Síguenos en YouTube para ver más cuentos, canciones y rimas, incluyendo una lista de reproducción con nuestros favoritos!"
2026-10-23,10:30,11:00,Family Storytime,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301",2–5,Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5),https://paloalto.bibliocommons.com/events/6946005fea69de6e001069c8,yes,"Join Librarian Heidi on Friday mornings at 10:30AM for Family Storytime at Downtown Library. Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-23,16:00,17:00,LEGO Fridays!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a25aace2ea730c17ab50490,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-24,10:30,11:00,Family Storytime,Mitchell Park Library,Midtown Room,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5",Stories,Free,,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/698e125a2a787a47a5e73be7,yes,"Join Librarian Juliana on Saturdays from 10:30-11 AM at Mitchell Park Library for Family Storytime! Come sing, rhyme, and read stories with us!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-27,10:30,11:00,Family Storytime,Children's Library,Secret Garden,"1276  Harriet Street, Palo Alto, CA 94301",2–5,Stories,Free,"Please note that this storytime is an indoor/outdoor program.
Access to the Secret Garden outside is weather dependent.",Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/699f624cb0595799c09f6053,yes,"Join Librarian Jennifer (and Rocky Raccoon) on Tuesdays at 10:30 AM for Family Storytime at Children's Library! Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome! Storytime will be held inside when the garden is unavailable. Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-27,16:00,17:00,LEGO Tuesdays!,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs); Tweens (11-13),https://paloalto.bibliocommons.com/events/68afa7b0022de53d00d2717e,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
2026-10-28,10:30,11:00,Little Ones Storytime,Children's Library,Treetop Room,"1276  Harriet Street, Palo Alto, CA 94301",0–2,Stories,Free,,Babies (under 2); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6946001eea69de6e001069b5,yes,"Join Librarian Heidi on Wednesday mornings at 10:30AM for Little Ones Storytime at Children's Library. Storytime includes a variety of early literacy activities such as stories, songs, rhymes, and movement activities. Storytime is a fun and interactive experience for the whole family that promotes the joys of reading and learning for all ages."
2026-10-28,16:00,17:00,Jack O'Lantern Jamboree!,Children's Library,,"1276  Harriet Street, Palo Alto, CA 94301","0–2, 2–5, 5+",Arts & Crafts,Free,Registration is not required.,Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/698e5b7094297d3600abe212,yes,"We're throwing a Halloween dance party and YOU'RE invited! Children and their families are invited to come decked out in costume and dance with us in the Secret Garden of Children's Library*. We will also have fun crafts and light refreshments. Bring the whole family and join us for this special event! *In the event of rain, this event will take place in the Treetop Room."
2026-10-28,18:30,19:15,Music & Movement,Mitchell Park Library,,"3700 Middlefield Rd, Palo Alto, CA 94303","0–2, 2–5, 5+",Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a3dbc0bfddb082f00fe14a2,yes,"Bring your dancing feet to the Mitchell Park Library on Wednesday evenings for Music & Movement with Librarian Celina. Build early literacy skills through movement, songs, and dance.

 Instruments, songs, and dance moves will all be introduced so that everyone will be able to enjoy moving along to the music.

 This program is meant for families with children and no previous experience is needed!"
2026-10-29,10:30,11:00,Bilingual Family Storytime: Celebrate Día de Los Muertos!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5",Stories,Free,Storytime may be held indoors or outdoors depending on the weather.,Babies (under 2); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/69276b597eb3e430002638b7,yes,"Join Señorita Juliana for Bilingual Family Storytime at the College Terrace Library! Enjoy stories, songs, rhymes, and movement activities in Spanish and English . Thursdays from 10:30-11 AM. Follow us on YouTube for more stories, songs, and rhymes, including a playlist of our favorites! ¡Participa con la Señorita Juliana en la Hora Cuentos Bilingüe en la Biblioteca College Terrace! Disfruta de cuentos, canciones, rimas y actividades con movimiento en Español e Inglés . Jueves de 10:30-11 AM. La Hora de Cuentos se realizará adentro o al aire libre, dependiendo del clima. ¡Síguenos en YouTube para ver más cuentos, canciones y rimas, incluyendo una lista de reproducción con nuestros favoritos!"
2026-10-30,10:30,11:00,Family Storytime,Downtown Library,El Camino Room,"270 Forest Ave., Palo Alto, CA 94301",2–5,Stories,Free,,Babies (under 2); Kids (6-11); Pre-schoolers (3-5),https://paloalto.bibliocommons.com/events/6946005fea69de6e001069c9,yes,"Join Librarian Heidi on Friday mornings at 10:30AM for Family Storytime at Downtown Library. Come sing, rhyme, and read stories with us! While this storytime will be geared towards those older than 2 years, all ages are welcome!

 Make sure to follow us on YouTube for more stories, songs and rhymes, including a playlist of all of our favorite songs to sing!"
2026-10-30,16:00,17:00,LEGO Fridays!,College Terrace Library,,"2300  Wellesley St., Palo Alto, CA 94306","0–2, 2–5, 5+",Build & Explore,Free,LEGOs stay at the library — snap a pic of creations!,Kids (6-11); Pre-schoolers (3-5); Toddlers (18 mos. to 3 yrs),https://paloalto.bibliocommons.com/events/6a25aace2ea730c17ab50491,yes,"We have the LEGOs! Bring your imagination and build something fun! In addition to being a great way to introduce the engineering and art concepts of STEAM, playing with LEGO’s supports early childhood development because children engage in problem solving, teamwork, self-confidence, and creativity!"
